,Date,Link,Title,Subtitle,Authors
524,"Monday, 14 November, 2022",https://www.ft.com/content/2d9da86d-30a4-4595-814d-2dba434f3adb,Germany’s gas problem maybe isn’t such a big problem any more,Welcome to the mild mild west,['Bryce Elder']
525,"Monday, 14 November, 2022",https://www.ft.com/content/de565d4f-f2d7-4e13-be79-381bfcdb5f95,FTX/bitcoin: contagion risk is not fully reflected in prices,There are widespread and entirely rational fears that contagion is spreading across the crypto industry,[]
526,"Monday, 14 November, 2022",https://www.ft.com/content/adbcacc7-c07e-4eba-9ef0-d61affbf06ca,Oil and gas group Pantheon falls on reports of Muddy Waters bet,Shares drop following reports US hedge fund had taken a short position on the Aim-listed company,['Shotaro Tani']
527,"Monday, 14 November, 2022",https://www.ft.com/content/c7416d3a-d049-4b92-8a48-bff415baa301,These voices are still going unheard at COP27,"Plus, Goldman Sachs report calls for more natural gas investment","['Simon Mundy', 'Patrick Temple-West']"
529,"Monday, 14 November, 2022",https://www.ft.com/content/6b3170ae-b050-4202-a044-884e30636c51,China property: sucker’s rally is belied by savings cash piles,Investors who once saw the sector’s shares as bulletproof now view them as among the riskiest assets,[]
530,"Monday, 14 November, 2022",https://www.ft.com/content/403c5cec-c55c-4062-b4b5-d16434225b70,Regulator demands more details of inflation impact on US companies,SEC concerned that some financial reports gloss over effect of rising prices on profits and liquidity,['Stephen Foley']
531,"Monday, 14 November, 2022",https://www.ft.com/content/df289921-1113-4aba-8016-ae64801b60ed,"Live news updates from November 14: Amazon prepares to cut 10,000 jobs, Biden meets Xi in Bali",SEC concerned that some financial reports gloss over effect of rising prices on profits and liquidity,"['Jaren Kerr', 'Peter Wells', 'Steff Chávez', 'Mark Wembridge', 'Akila Quinio', 'Sarah Provan', 'Oliver Ralph', 'William Langley']"
532,"Monday, 14 November, 2022",https://www.ft.com/content/00105bdd-ab13-4416-b504-ce22bfe7b589,Binance chief says no one can be protected from ‘bad players’,"Changpeng Zhao, head of world’s largest crypto exchange, calls for more regulation after FTX collapse","['Stephanie Findlay', 'William Langley']"
534,"Monday, 14 November, 2022",https://www.ft.com/content/dec696d4-fd51-4cce-bbd9-1dee911eb4cd,How North Korea became a mastermind of crypto cyber crime,Cryptocurrency theft has become one of the regime’s main sources of revenue and underlines the lack of regulation of digital assets,"['Christian Davies', 'Scott Chipolina']"
535,"Monday, 14 November, 2022",https://www.ft.com/content/92f245e2-e499-45a4-9e78-794390aff7cc,Oil and gas group Energean calls for east Mediterranean investment boom,More exploration activity could make region ‘stable supplier of energy’ to the EU,['Tom Wilson']
537,"Monday, 14 November, 2022",https://www.ft.com/content/b98ab360-2506-44f2-8e08-9d434df5f15d,Investors pump record sums into leveraged ETFs,"The bullish bets, equivalent to more than 5% of all ETF purchases, mean losses were magnified",['Steve Johnson']
538,"Monday, 14 November, 2022",https://www.ft.com/content/2281422c-cf74-49e6-8729-5fd917c8da2d,BP shakes up offshore wind unit with hiring spree,"Energy group poaches senior staff from rivals Orsted, Iberdrola and RWE",['Tom Wilson']
539,"Monday, 14 November, 2022",https://www.ft.com/content/b06c490b-c645-46b8-b466-6edf610427d7,Northern Trust told by UK regulators to improve following pension turmoil,US custody bank’s operating systems described as a bottleneck,"['Laura Noonan', 'Owen Walker']"
540,"Monday, 14 November, 2022",https://www.ft.com/content/1ac2880f-a599-45aa-ba95-694a3b94f144,UK high street lenders toughen crypto stance on fraud concerns,Cautious position to end ‘paradise for scammers’ contrasts with that of some fintechs,"['Siddharth Venkataramakrishnan', 'Joshua Oliver']"
541,"Monday, 14 November, 2022",https://www.ft.com/content/21d20c63-381c-4a97-8a4a-47bb5e75a9b3,Gold groups grapple with uncertain outlook for prices and costs,Barrick chief says industry would go ‘out of business’ under gloomiest scenarios of how low the precious metal will go,"['Harry Dempsey', 'Leslie Hook']"
543,"Monday, 14 November, 2022",https://www.ft.com/content/a29c1204-70cf-46c1-b266-780788bfa048,Fossil fuel producers flex their muscle at UN climate summit,Campaigners question legitimacy of having oil and gas companies participate in official programme,"['Camilla Hodgson', 'Heba Saleh']"
544,"Sunday, 13 November, 2022",https://www.ft.com/content/ad84e038-37b5-4612-a8d6-c9bf8363f456,Crypto exchanges race to soothe clients’ nerves after FTX collapse,Binance and other trading venues vow to publish proof of reserves as crisis at Bankman-Fried’s empire reverberates,"['Nikou Asgari', 'Scott Chipolina']"
545,"Sunday, 13 November, 2022",https://www.ft.com/content/489baf5e-b3b2-40ff-a13c-97ada97f75ef,Saudi Arabia emboldened at COP27 as energy demand ‘exposes hypocrisies’,Ukraine war leaves EU rushing to replace Russian fossil fuels while Washington and Riyadh clash over oil output targets,['Camilla Hodgson']
546,"Sunday, 13 November, 2022",https://www.ft.com/content/b47b2a7b-0f71-4b76-89c8-3b992f76e7a4,Will UK inflation follow in the US’s footsteps?,Market Questions is the FT’s guide to the week ahead,"['Valentina Romei', 'Kate Duguid', 'Martin Arnold']"
547,"Sunday, 13 November, 2022",https://www.ft.com/content/dd736e04-ecd1-47f4-8987-bf459ae0cefe,"European regulators will struggle to supervise crypto groups, warns ECB","Crypto asset providers are ‘animals with whom it is difficult to engage’, says chair of bank’s supervisory board",['Martin Arnold']
548,"Sunday, 13 November, 2022",https://www.ft.com/content/930c6cea-5457-4dfa-9d47-666c0698c335,FTX collapse puts its auditors in the spotlight,Armanino and Prager Metis face scrutiny over Bankman-Fried’s bankrupt crypto empire,['Stephen Foley']
549,"Sunday, 13 November, 2022",https://www.ft.com/content/880373f9-4ea4-4fdd-bcae-d873ea59ac2c,Fund managers position to woo investors back to bonds,Fixed income outflows have slowed as inflation eases and hopes rise of an end to jumbo Fed interest rate rises,['Brooke Masters']
550,"Sunday, 13 November, 2022",https://www.ft.com/content/5d4654f4-9db5-41a8-b595-dd397a51d29e,Saudi Arabia targets phosphates growth,Oil-rich kingdom looks to mining sector as it steps up diversification plans,['Samer Al-Atrush']
551,"Sunday, 13 November, 2022",https://www.ft.com/content/0e375355-85c7-4c4e-87fc-5e73ac268196,SoftBank blazes a trail in losing money on tech bets,The frothy valuations of some ‘visionary’ businesses resemble gaseous giants in an asset bubble universe,['Leo Lewis']
552,"Sunday, 13 November, 2022",https://www.ft.com/content/5bc4c8c6-ebac-4b2b-84a5-c918dc4de614,BlackRock shelves China bond ETF,Deteriorating relations between Washington and Beijing and less attractive yields blamed,['Sun Yu']
553,"Saturday, 12 November, 2022",https://www.ft.com/content/0c2a55b6-d34c-4685-8a8d-3c9628f1f185,"FTX balance sheet, revealed",“Hidden poorly internally labled ‘fiat@’ account . . .”,[]
554,"Saturday, 12 November, 2022",https://www.ft.com/content/dc08ed9f-0f3b-45fb-a5f6-b87157fdf944,FTX says it is probing ‘abnormal transactions’ after potential hack,"Assets worth hundreds of millions of dollars withdrawn as crypto empire declared bankruptcy, analysts say","['Hudson Lockett', 'Joshua Oliver']"
555,"Saturday, 12 November, 2022",https://www.ft.com/content/1a894d4c-4c3d-49e5-86c2-6e1809fd7b9b,Companies rush to raise cash as stocks steady and inflation eases,Issuance of bonds tripled this week and share sales boomed on improving market conditions,"['Nicholas Megaw', 'Kate Duguid']"
556,"Saturday, 12 November, 2022",https://www.ft.com/content/ac6ebcf0-a03e-4a02-821b-a428eb659771,What the midterms mean for investors,US equities tend to outperform in the six months after polls against the preceding half-year,['Megan Greene']
558,"Saturday, 12 November, 2022",https://www.ft.com/content/726277bb-35a1-4d35-9df9-3e1cca587b77,Hedge fund admits half its capital stuck on FTX exchange,Galois warns investors it could take ‘a few years’ to recover assets,['Laurence Fletcher']
559,"Friday, 11 November, 2022",https://www.ft.com/content/d7980d58-b24c-4948-ab59-8199d16052b6,"Changpeng ‘CZ’ Zhao, crypto’s ‘corporate raider’",The Binance founder’s actions left Sam Bankman-Fried’s FTX filing for bankruptcy,"['Joshua Oliver', 'Adam Samson']"
560,"Friday, 11 November, 2022",https://www.ft.com/content/49e94889-5dcc-41ee-8694-8bbd4c43b4de,US S&P 500 ends week nearly 6% higher as inflation data raise investor hopes,Dollar index slips as investors bet the Fed will increase interest rates by 0.5 percentage points in December,"['Jaren Kerr', 'George Steer']"
561,"Friday, 11 November, 2022",https://www.ft.com/content/e9b2a837-2160-43cc-a4b8-c12b7dc1dbf3,London Metal Exchange rejects calls to ban Russian metal,Appeal by producers and traders concerned by distortion to market pricing fails to sway LME,"['Harry Dempsey', 'Leslie Hook']"
563,"Friday, 11 November, 2022",https://www.ft.com/content/2875e3c2-f908-46d2-a645-1c33a9b9ce8a,‘Black box’: Sam Bankman-Fried’s trading firm posed big risks to FTX,Alameda Research owed the vast crypto exchange billions of dollars before both went bankrupt,"['Philip Stafford', 'Nikou Asgari']"
564,"Friday, 11 November, 2022",https://www.ft.com/content/db415ae9-938d-45bd-a8b7-510ce2edc943,Bankman-Fried empire spans billions of dollars of illiquid investments,Sprawling venture capital portfolio will add to the complexity of the insolvency proceedings,"['Kadhim Shubber', 'Joshua Oliver']"
566,"Friday, 11 November, 2022",https://www.ft.com/content/67b1899f-4b1f-4676-b264-0d19e205d64e,How Sam Bankman-Fried seduced blue-chip investors,Their support helped lend FTX credibility before its sudden collapse this week,"['Antoine Gara', 'Harriet Agnew', 'Tabby Kinder', 'Richard Waters']"
567,"Friday, 11 November, 2022",https://www.ft.com/content/88b5ee20-ad24-4438-bf20-2ce2106eb9c0,FTX and the banana bend in markets,Crypto hit by brutal collision with reality as lower inflation rallies equity investors,['Katie Martin']
568,"Friday, 11 November, 2022",https://www.ft.com/content/afe56c4e-2d68-457e-bbb2-476752d5f02e,Sam Bankman-Fried’s $32bn FTX crypto empire files for bankruptcy,Collapse comes after digital assets group failed to meet surge in customer withdrawals,"['Joshua Oliver', 'Scott Chipolina', 'Nikou Asgari']"
569,"Friday, 11 November, 2022",https://www.ft.com/content/e7c11d87-833d-48ac-b1b6-6390239a322a,"UK governance reforms risk flight of capital from public markets, says regulator",FRC chair Sir Jan du Plessis warns shake-up may boost ‘comfort of private equity’ for companies,['Michael O’Dwyer']
570,"Friday, 11 November, 2022",https://www.ft.com/content/80d7aea2-8ba5-49f6-9cf0-1548629a7478,The banking approach to net zero is just claptrap,"The numbers are hokum, the clients are left in the dark and the real world impact is negligible anyway",['Stuart Kirk']
572,"Friday, 11 November, 2022",https://www.ft.com/content/7059185e-9cb1-4fd4-b5b6-0cef857ef568,FTX: crypto cloud flashes three silver linings,World now has a chance to focus on the wider usefulness of distributed ledger technology,[]
573,"Friday, 11 November, 2022",https://www.ft.com/content/eac71437-8873-402d-9da6-9efc31d5fd9e,Stock markets: US inflation’s apparent peak has bulls running,It is hard to believe the end of the US bear market has come,[]
574,"Friday, 11 November, 2022",https://www.ft.com/content/0fa4f3b6-213c-4e76-bcd9-fcf184a264a2,Binance chief warns of ‘cascading’ crypto crisis,Head of world’s biggest digital asset trading venue says industry troubles echo 2008 crash,"['Joshua Oliver', 'Nikou Asgari']"
575,"Friday, 11 November, 2022",https://www.ft.com/content/a4d31278-a5d9-4a02-a169-4996f4a8e8f8,FT Cryptofinance: Crypto’s Lehman moment,"Plus, the US secures a conviction as it follows the Silk Road",['Scott Chipolina']
576,"Friday, 11 November, 2022",https://www.ft.com/content/1ac989c8-b294-4591-a704-eba91617a9a5,Invest for good — put thoughts into actions,Legislation must give people a voice in shareholdings and pensions,['Moira O’Neill']
577,"Friday, 11 November, 2022",https://www.ft.com/content/79b6f14c-110a-4c66-82e2-286003c34717,Global regulators circle Sam Bankman-Fried’s FTX exchange,Authorities in group’s home market and other jurisdictions take actions to protect client funds,[]
578,"Friday, 11 November, 2022",https://www.ft.com/content/c6658ce8-26a3-4580-9e64-6083a7d35eca,FTX assets frozen by Bahamas regulator as crypto exchange fights to survive,Investors describe chaotic race by Sam Bankman-Fried to secure up to $8bn to bail out his group,[]
579,"Friday, 11 November, 2022",https://www.ft.com/content/86a607f0-b6d3-4c54-a918-5895b26a78e9,"Cool inflation, giddy markets","And FTX, again",['Robert Armstrong']
580,"Friday, 11 November, 2022",https://www.ft.com/content/9c475033-a2f1-405f-9974-bd00536f9000,Sam Bankman-Fried’s desperate dash for cash,"Plus, former central banker Mark Carney strikes a $12bn utility deal in Australia",[]
581,"Friday, 11 November, 2022",https://www.ft.com/content/c79673b6-8475-4761-bae5-e5bc4e4d8b83,The crypto world must be made safer for investors and users,Recurring crises mean the industry must accept regulation and controls,['Frances Coppola']
582,"Friday, 11 November, 2022",https://www.ft.com/content/f193df37-3a79-46c1-8b28-8d34353b4407,DWS blames ‘timing’ for its heavy ETF outflows this year,Many of Xtrackers’ European rivals have seen inflows over the same period,['Ed Moisson']
583,"Friday, 11 November, 2022",https://www.ft.com/content/a60f7aae-7cf8-479b-8a0c-53e4cd4d4a45,Energy transition powers specialist investment trusts,"Unusually in the current environment, many have actually made money in the past year",['Alice Ross']
584,"Friday, 11 November, 2022",https://www.ft.com/content/bab63556-c539-4285-badd-5a302a842a83,FTX turmoil destroys clout of crypto’s Washington spokesman,Sam Bankman-Fried sought digital asset legislation and donated heavily to Democrats,"['Stefania Palma', 'Scott Chipolina']"
585,"Friday, 11 November, 2022",https://www.ft.com/content/356882f5-ca49-46a4-8602-c1e732f6198e,Looking for alternatives: the investment trust route,Trusts offer ways into innovative companies even in tough market conditions,['Joshua Oliver']
587,"Friday, 11 November, 2022",https://www.ft.com/content/1f5feedf-edb2-432e-9531-de4c8a84adae,FTX founder’s mega mea culpa,US stocks shoot higher and Treasuries rally on Thursday after inflation comes in cooler than expected,[]
588,"Friday, 11 November, 2022",https://www.ft.com/content/c90f6775-28ff-4bcb-b36a-7b01d5672403,US stocks record best day in over 2 years on cooler inflation data,Yield on two-year Treasury note drops the most since 2008,"['Jaren Kerr', 'George Steer', 'Hudson Lockett']"
589,"Friday, 11 November, 2022",https://www.ft.com/content/ba91bee9-b0d1-47cd-9821-81185cacd195,How a liquidity crunch in South Korea began at Legoland,Policymakers struggle to contain defaults as rate rises put pressure on emerging markets,"['Song Jung-a', 'Christian Davies']"
590,"Thursday, 10 November, 2022",https://www.ft.com/content/931550d3-db2c-4c56-8277-b581afe409da,"Live news updates from November 11: FTX files for bankruptcy as CEO quits, UK economy shrinks",Policymakers struggle to contain defaults as rate rises put pressure on emerging markets,"['Jaren Kerr', 'Steff Chávez', 'Peter Wells', 'Akila Quinio', 'Sarah Provan', 'Mark Wembridge', 'William Langley']"
592,"Thursday, 10 November, 2022",https://www.ft.com/content/993942cb-1a7e-4689-9d9d-8434d4a74cc5,Bankman-Fried invested in venture capital backers of his FTX exchange,Founder of struggling crypto businesses placed hundreds of millions with Sequoia and other firms,"['Kadhim Shubber', 'Arash Massoudi', 'Tabby Kinder']"
593,"Thursday, 10 November, 2022",https://www.ft.com/content/313508b9-9133-4936-9edb-4eec5a1cf0cf,BoE to start unwinding £19bn emergency bond-buying position,Gilts bought in wake of ill-fated Truss mini-Budget to be sold from end of November,['Delphine Strauss']
595,"Thursday, 10 November, 2022",https://www.ft.com/content/43ff8a61-39d4-42d6-acaa-92b9f496e5df,Sam Bankman-Fried apologises for FTX crisis,Crypto exchange’s chief admits venue did not have funds to meet surge in withdrawals,['Scott Chipolina']
596,"Thursday, 10 November, 2022",https://www.ft.com/content/3dd8c4e3-4e93-45f6-925f-847697b5b4f4,FTX: Wall Street might cover the liquidity issue but not its insolvency,Cryptocurrency lacks a strong legal and regulatory framework to oversee distressed acquisitions,[]
597,"Thursday, 10 November, 2022",https://www.ft.com/content/bb2c5b09-692e-410c-a86f-a6f8d825aa84,FTX’s $8bn crunch exposes a dog-eat-dog cryptosphere,The near-collapse of Sam Bankman-Fried’s empire leaves Binance dominant,['The editorial board']
598,"Thursday, 10 November, 2022",https://www.ft.com/content/c87c3866-96af-4ab1-8150-da440b428256,FTX crypto ETPs suffer precipitous falls,"Three funds invest only in FTT, the digital token used on the FTX trading platform",['Steve Johnson']
599,"Thursday, 10 November, 2022",https://www.ft.com/content/80a7f361-0de0-45ad-94a8-57aa6088f0e2,UK freeze on Russian assets hits £18bn as part of Ukraine sanctions,"British government has blocked assets of 120 Russian entities and more than 1,200 people","['Jasmine Cameron-Chileshe', 'Kate Beioley']"
601,"Thursday, 10 November, 2022",https://www.ft.com/content/b2b60629-953c-4fd8-bebf-2a0c78ecfe4b,"Crypto’s future may be divided, not dead",The FTX saga is the equivalent of the Lehman Brothers shock in terms of re-evaluating the sector,['Gillian Tett']
602,"Thursday, 10 November, 2022",https://www.ft.com/content/86ff86f9-a0b1-448f-af11-b8dd9ae8577d,"Watching tether wither, together",Stablecoin diffusion,"['Louis Ashworth', 'Bryce Elder']"
603,"Thursday, 10 November, 2022",https://www.ft.com/content/ff017be0-cdea-415e-8862-17843eeeebd1,Japan cars: established stock patterns are changing,Investors need a new strategy as operating earnings disappoint markets,[]
604,"Thursday, 10 November, 2022",https://www.ft.com/content/c28e0570-d4c4-433c-b0a0-c99fba613822,Untangling the knotty empire of Bankman-Fried and FTX,Relationship status: it’s complicated,['Bryce Elder']
605,"Thursday, 10 November, 2022",https://www.ft.com/content/c9201ff5-dc94-4ece-b5f5-79fcb7b2690a,Joe Biden’s energy agenda survives the midterm vote,"Plus, voters’ energy priorities heading into the election","['Myles McCormick', 'Derek Brower', 'Justin Jacobs', 'Amanda Chu']"
606,"Thursday, 10 November, 2022",https://www.ft.com/content/b5c71b5e-4a3d-4dcd-ba85-e447cf866d92,The looming legal showdown on climate justice,"Plus, how antitrust policy is holding back green initiatives","['Simon Mundy', 'Kenza Bryan']"
607,"Thursday, 10 November, 2022",https://www.ft.com/content/c9bf01c7-24fe-48b2-9209-1d3e9f702971,Centrica launches £250mn buyback as energy prices drive up profit,UK under pressure to raise windfall taxes on companies cashing in as gas and electricity bills rise,['Nathalie Thomas']
608,"Thursday, 10 November, 2022",https://www.ft.com/content/593cad86-683c-4444-ac7b-c5c875fb4d95,FTX on brink of collapse after Binance abandons rescue,Sam Bankman-Fried’s crypto exchange dashes to fill $8bn hole as Sequoia writes down equity on ‘solvency risk’,"['Joshua Oliver', 'Richard Waters', 'Ortenca Aliaj', 'James Fontanella-Khan', 'William Langley', 'Chan Ho-him']"
609,"Thursday, 10 November, 2022",https://www.ft.com/content/0eab508f-3a27-412c-b807-fd57f1c5298e,JPM: ‘A new wave of crypto deleveraging underway’,Crypto is FTX’ed,['Robin Wigglesworth']
610,"Thursday, 10 November, 2022",https://www.ft.com/content/e4c7dbd5-59b8-49fe-adc5-5cca1e79e60d,Time to open up UK bond markets to give investors more options,We must ensure consumers have regulated pathways to make sound financial choices,['Stacey Parsons']
611,"Thursday, 10 November, 2022",https://www.ft.com/content/a4bfe012-855b-43f9-a27d-403f04609852,"The UK equity discount, redux",And what Zuckerberg needs to say,['Robert Armstrong']
612,"Thursday, 10 November, 2022",https://www.ft.com/content/cbafc021-9e3e-468f-aa69-96d9491270d3,Brookfield and EIG bid $12bn for Australia’s Origin Energy,Acquirers plan to split retail energy supply and gas businesses between them,['Nic Fildes']
613,"Thursday, 10 November, 2022",https://www.ft.com/content/18e1a822-f6e6-4eb3-a166-43387700cd1c,US midterm elections: what we know so far,Crypto exchange Binance backs out of its deal with FTX,[]
614,"Thursday, 10 November, 2022",https://www.ft.com/content/f8580286-82e0-403e-9828-d5c063728d1f,Fund managers sound alarm over fragmenting regulation,"Deglobalisation strains regulation and investment choices, fund executives say","['Adrienne Klasa', 'Harriet Agnew']"
616,"Thursday, 10 November, 2022",https://www.ft.com/content/7f4bb20e-03a1-4e5d-918c-f481c089fdc6,ETF growth in Europe attracts new white-label providers,Axxion and Waystone among new competitors to HANetf in Europe,[]
617,"Thursday, 10 November, 2022",https://www.ft.com/content/d7247f5c-f25d-43bd-a7ad-5fdc80f58851,How to choose an investment trust: five things to consider,"Gearing, charges and discounts are key factors as well as who manages the trust",['Lucy Warwick-Ching']
618,"Thursday, 10 November, 2022",https://www.ft.com/content/deb32ffc-05d2-4171-8569-cb9b9ee93300,German chemicals giant stockpiles coal to keep producing,Soaring prices and gas shortages have led manufacturers to adopt contingency measures,['Sylvia Pfeifer']
619,"Thursday, 10 November, 2022",https://www.ft.com/content/ad440b22-00e2-44e9-b95d-449bb89fd504,Binance ditches deal to rescue rival crypto exchange FTX,Reversal comes as Sam Bankman-Fried tells investors up to $8bn in funding needed,"['Ortenca Aliaj', 'James Fontanella-Khan', 'Joshua Oliver', 'Scott Chipolina', 'Stefania Palma']"
621,"Thursday, 10 November, 2022",https://www.ft.com/content/85f9cd7a-e27a-4331-bef4-55f89ef5bad8,UK’s top fund managers tell FTSE companies to rein in CEO pay,"Boards should show ‘additional restraint’ as cost of living crisis hits staff, says Investment Association",['Daniel Thomas']
622,"Wednesday, 9 November, 2022",https://www.ft.com/content/86eb9d4b-02c7-418d-96d2-f805297ffd23,"News updates from November 10: US stocks soar on cooler inflation data, Sam Bankman-Fried apologises for FTX crisis","Boards should show ‘additional restraint’ as cost of living crisis hits staff, says Investment Association",[]
624,"Wednesday, 9 November, 2022",https://www.ft.com/content/5e298f57-3139-41ef-8703-5af9b721ff3f,US stocks fall as midterm election results come in,Retreat comes as Republican ‘red wave’ fails to materialise and control of Senate hangs in the balance,"['George Steer', 'Hudson Lockett', 'Nicholas Megaw']"
625,"Wednesday, 9 November, 2022",https://www.ft.com/content/1174836b-9a47-44fa-b454-7943c624b04c,BREAKING: crypto,"Binance bails on FTX, calling shenanigans, and everything pukes",['Bryce Elder']
626,"Wednesday, 9 November, 2022",https://www.ft.com/content/3dadaed2-f959-482e-8897-1a40803de5ae,Bitcoin sinks as FTX crisis spurs crypto contagion fears,Worries intensify over possible collapse of Sam Bankman-Fried’s exchange and trading firm,['Joshua Oliver']
627,"Wednesday, 9 November, 2022",https://www.ft.com/content/0e1bcdbc-8d36-46d4-b4b2-a6cf9c182068,Disaster-struck nations offered lifeline on debt repayments,Vulnerable countries can add clauses to future bonds that allows them to divert capital to disaster relief,['Martha Muir']
628,"Wednesday, 9 November, 2022",https://www.ft.com/content/88947de5-bf64-4e83-8c47-15baa4aebbdc,Coping with gilts,Some solutions to the UK’s short-end problems,['Louis Ashworth']
630,"Wednesday, 9 November, 2022",https://www.ft.com/content/9bb738e0-0c96-424b-9159-55806429ec2e,Schroders chief criticises pension consultants’ ‘conflicts of interest’,Peter Harrison says he ‘very much disagreed’ with regulatory decision to refrain from imposing tough rules,"['Harriet Agnew', 'Adrienne Klasa']"
631,"Wednesday, 9 November, 2022",https://www.ft.com/content/a4d19f7e-1dde-44fb-bbd3-b1c708d83677,Crypto’s latest implosion shows the virtues of UK approach,"The FCA, either by accident or design, can feel vindicated about being cautious",['Helen Thomas']
632,"Wednesday, 9 November, 2022",https://www.ft.com/content/4982c7e9-5dd7-4e99-9430-eface0db4a8c,Binance chief says near collapse of FTX ‘severely’ eroded confidence in crypto industry,Changpeng Zhao tells employees that the bailout of its chief rival is ‘not a win’,['Joshua Oliver']
633,"Wednesday, 9 November, 2022",https://www.ft.com/content/38e91795-8568-46f7-8ac8-79d6c257651a,‘The sham must end’: UN ups the ante on corporate climate action,"Plus, what the US midterm elections mean for the planet","['Patrick Temple-West', 'Simon Mundy']"
634,"Wednesday, 9 November, 2022",https://www.ft.com/content/b521f297-17ce-4ff0-8e6c-52047cabc3ed,FTX/Binance: crypto’s leading man gets his comeuppance,The humbling of Sam Bankman-Fried deals a further blow to the industry,[]
635,"Wednesday, 9 November, 2022",https://www.ft.com/content/17de3e0f-0a6f-4c0c-a16e-1278d900136a,"Bank man, fried",What just happened at FTX?,['Robert Armstrong']
636,"Wednesday, 9 November, 2022",https://www.ft.com/content/ba426b12-f63f-4897-bb3d-f44dc88e4d8b,How Russia loots grain from Ukraine,"Polina Ivanova explains how she and other colleagues tracked the shipment of 2,675 metric tonnes of milling wheat from an occupied Ukrainian port to Turkey",[]
637,"Wednesday, 9 November, 2022",https://www.ft.com/content/0ea4287d-53b7-4f6f-8a1d-16dff1c6ef11,Binance set to buy FTX,TikTok slashes global revenue targets by at least $2bn,[]
638,"Wednesday, 9 November, 2022",https://www.ft.com/content/772dc006-ad3f-47ca-80e6-7e0c2a8de464,Broad ESG funds lose out to ‘greener’ vehicles in Europe,Article 8 funds had outflows of €173bn while Article 9 had inflows of €33bn in year to September,['Emma Boyde']
639,"Wednesday, 9 November, 2022",https://www.ft.com/content/dcea81b9-70c3-486d-9622-b9cdd84da3fc,‘Lightning fast’: Liquidity crisis hits Sam Bankman-Fried’s crypto empire,Abrupt fall marks reversal from billionaire’s role as a white knight during this summer’s industry crisis,"['Joshua Oliver', 'Nikou Asgari', 'Scott Chipolina']"
640,"Wednesday, 9 November, 2022",https://www.ft.com/content/9b31e07e-4abf-4166-b78f-3ccd20e38e5d,Can dividend heroes maintain payout records?,Seven investment trusts have achieved more than 50 years of dividend growth — even in tough times,['Faith Glasgow']
641,"Wednesday, 9 November, 2022",https://www.ft.com/content/f8bd5fcb-1502-4836-9791-5c810e770023,Taxpayer late payment plans rise by over a fifth,Pay monthly plans come with steep interest charges,['Mary McDougall']
642,"Wednesday, 9 November, 2022",https://www.ft.com/content/8d0c1064-881e-42b4-9075-18e646f3e1ad,COP27: Mark Carney clings to his dream of a greener finance industry,"One year on from Glasgow, the former Bank of England governor’s $130tn alliance risks falling short of expectations and promises",['Kenza Bryan']
643,"Wednesday, 9 November, 2022",https://www.ft.com/content/f06c4ce7-45d9-4e10-874e-3c63b5c8b148,Inside FTX’s $32bn collapse,"Plus, Carlyle’s fumbled succession comes in a fundraising slowdown",[]
645,"Wednesday, 9 November, 2022",https://www.ft.com/content/df80b993-3222-49ef-9ff7-d78b9c850cfc,Investment trusts can be bargains — but look past the discounts,Remember to focus on the quality of the underlying holdings,['Simon Edelsten']
646,"Wednesday, 9 November, 2022",https://www.ft.com/content/140fb908-ba2e-4fcf-8a02-74e80991b5cf,Mining isn’t living up to its own hype,The sector is crucial to providing the metals needed to reach net zero but it isn’t spending like it,['Helen Thomas']
647,"Wednesday, 9 November, 2022",https://www.ft.com/content/fd007f1c-35f4-4abf-8b89-ba79dd77b891,Foreign investors shun China stock rally,Mainland traders are buying in wake of hopes of rapid relaxation of Covid rules,"['Hudson Lockett', 'Cheng Leng']"
648,"Wednesday, 9 November, 2022",https://www.ft.com/content/bd0c82b0-994c-40d0-87a8-090028964594,Cloud computing dependence imperils banks,Reliance on platforms and a concentration of providers leave institutions at risk,['Nicholas Fearn']
650,"Tuesday, 8 November, 2022",https://www.ft.com/content/b3b26365-fc4a-4824-962b-7a306b280dd6,Hedge fund firm Millennium to shake up investment operations,Plan set out in letter to employees will see departure of co-CIO Bobby Jain,['Laurence Fletcher']
651,"Tuesday, 8 November, 2022",https://www.ft.com/content/a8304cc6-7a29-41b7-9584-30cd8c1f0049,Brookfield quits insurer’s board in dispute over Josh Harris’s venture,Former Apollo executive’s 26North to manage funds for American Equity Investment Life,"['Mark Vandevelde', 'Antoine Gara', 'Sujeet Indap']"
653,"Tuesday, 8 November, 2022",https://www.ft.com/content/38e0e5fe-3b87-4b76-8a59-5edc0b665504,US stocks rise ahead of midterm election results,Investors prepare for crucial inflation data to assess signs of economic slowdown,"['George Steer', 'Kate Duguid']"
654,"Tuesday, 8 November, 2022",https://www.ft.com/content/8db7e24b-5a15-4856-b81e-a2027157aaad,FTX on brink of collapse after ‘liquidity crunch’ at crypto exchange,Binance steps in with deal to rescue arch-rival after surge in withdrawals at Sam Bankman-Fried’s digital asset platform,"['Joshua Oliver', 'Scott Chipolina', 'Nikou Asgari']"
655,"Tuesday, 8 November, 2022",https://www.ft.com/content/d5bf658d-0a6a-4cfd-a46b-3589e64ae5b6,UK struggles to secure long-term gas import deals,Recent fall in wholesale prices has forced reassessment of price Britain is willing to pay,"['Jim Pickard', 'George Parker', 'Tom Wilson', 'Derek Brower']"
